csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
9826,9780375801600,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9827,9780397324262,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9828,9780679752554,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9829,9780140268218,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9830,9780439496872,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9831,9780345353764,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9832,9780671034788,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9833,9780671737689,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9834,9780373217359,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9835,9780786709533,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9836,9780684869162,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9837,9780590442923,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9838,9780142501559,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9839,9780373241330,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9840,9780060520465,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9841,9780671676865,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9842,9780756400439,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9843,9788478886869,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9844,9780671676377,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9845,9780786012640,,kobo,skipped,0,0,,0,0,0,0,1,,,data
