csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
2753,9780615113579,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2754,9780749320324,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2755,9780330201070,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2756,9780140714159,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2757,9780684192833,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2758,9781570827280,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2759,9780590423595,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2760,9780681414419,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2761,9780440411239,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2762,9780816738373,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2763,9780816748198,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2764,9780671795238,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2765,9780590624299,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2766,9780866119726,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2767,9780440801771,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2768,9780439132992,,amazon,skipped,0,0,,0,0,0,0,1,,,data
